id,EAP,HPL,MWS
id01495,0.247520,0.555267,0.197213
id15069,0.297409,0.149995,0.552596
id18174,0.004373,0.001647,0.993981
id14450,0.264295,0.158294,0.577410
id04149,0.081193,0.911487,0.007320
id10972,0.109931,0.017933,0.872135
id05547,0.039329,0.432980,0.527690
id17670,0.110978,0.730544,0.158478
id04740,0.277570,0.163096,0.559334
id24842,0.002859,0.004040,0.993101
id26895,0.608203,0.063790,0.328007
id15591,0.535762,0.182999,0.281239
id20895,0.168706,0.766422,0.064872
id11532,0.031017,0.004910,0.964073
id16516,0.073757,0.014203,0.912040
id14940,0.197689,0.408317,0.393994
id17152,0.710230,0.267431,0.022339
id12870,0.100069,0.868872,0.031059
id17405,0.471549,0.099817,0.428634
id22274,0.072073,0.734411,0.193516
id08337,0.213956,0.083662,0.702382
id19549,0.557712,0.178897,0.263391
id19195,0.866690,0.124431,0.008879
id11564,0.929366,0.063278,0.007356
id26771,0.006811,0.013093,0.980096
id24955,0.036801,0.937534,0.025665
id22140,0.678107,0.114219,0.207674
id19920,0.121861,0.009198,0.868941
id09807,0.040137,0.929799,0.030064
id27426,0.936029,0.020877,0.043094
id22006,0.984430,0.006938,0.008632
id10604,0.610986,0.294814,0.094200
id11017,0.379490,0.580133,0.040377
id14335,0.025260,0.015139,0.959601
id08707,0.732084,0.041281,0.226635
id15869,0.098527,0.008869,0.892604
id20593,0.726239,0.087186,0.186576
id07428,0.606331,0.334299,0.059370
id11527,0.106094,0.779995,0.113910
id14901,0.986414,0.009381,0.004205
id19733,0.863491,0.038328,0.098180
id24677,0.026487,0.955446,0.018068
id26656,0.009168,0.002932,0.987901
id11707,0.955159,0.018437,0.026404
id26218,0.047289,0.948800,0.003911
id19262,0.004248,0.002101,0.993651
id24905,0.224898,0.462141,0.312961
id09170,0.907823,0.047387,0.044790
id05772,0.009617,0.087037,0.903346
id25405,0.360704,0.545860,0.093436
id18491,0.042614,0.000719,0.956667
id07780,0.635175,0.025793,0.339033
id01689,0.211810,0.118904,0.669286
id17498,0.000942,0.001733,0.997325
id19964,0.819018,0.109469,0.071513
id14525,0.055183,0.086790,0.858027
id26363,0.092547,0.042524,0.864930
id07108,0.467357,0.014571,0.518072
id11692,0.778640,0.101386,0.119974
id10891,0.114998,0.810140,0.074863
id16743,0.033478,0.869714,0.096808
id11556,0.817702,0.102016,0.080283
id09116,0.549042,0.425577,0.025381
id24015,0.118001,0.227170,0.654829
id00347,0.143880,0.065624,0.790497
id06284,0.034008,0.048740,0.917252
id18794,0.008175,0.980198,0.011627
id10702,0.007055,0.991116,0.001829
id19239,0.048071,0.001824,0.950105
id26016,0.763479,0.122243,0.114278
id26227,0.354319,0.085590,0.560092
id05367,0.064706,0.911653,0.023641
id09568,0.145113,0.033347,0.821541
id04660,0.306570,0.105512,0.587918
id04744,0.637182,0.101832,0.260986
id07251,0.012780,0.974157,0.013063
id25977,0.010069,0.986568,0.003363
id06244,0.194772,0.109568,0.695660
id24560,0.050804,0.943068,0.006128
id05091,0.055702,0.574661,0.369637
id27248,0.524903,0.372475,0.102622
id12528,0.045559,0.182385,0.772056
id27322,0.985529,0.009875,0.004596
id27213,0.136260,0.047912,0.815828
id18588,0.784148,0.099205,0.116646
id14485,0.232920,0.045691,0.721389
id27475,0.045784,0.344492,0.609725
id02280,0.206883,0.688418,0.104699
id24083,0.346918,0.573009,0.080073
id02321,0.213585,0.015419,0.770996
id10299,0.098551,0.005637,0.895812
id27680,0.928338,0.028005,0.043657
id17607,0.054405,0.023471,0.922124
id06661,0.436207,0.286680,0.277113
id23860,0.776777,0.061017,0.162207
id26850,0.016848,0.824012,0.159139
id16484,0.434697,0.053313,0.511990
id15302,0.080628,0.033787,0.885585
id21138,0.322775,0.508938,0.168287
id02525,0.307680,0.534117,0.158203
id12608,0.022400,0.949799,0.027802
id23863,0.082428,0.014802,0.902771
id01755,0.954600,0.023834,0.021565
id10567,0.691539,0.055481,0.252979
id08445,0.457720,0.296286,0.245994
id18146,0.026128,0.010644,0.963228
id22263,0.601146,0.141297,0.257557
id13537,0.034380,0.002950,0.962670
id19985,0.585361,0.088231,0.326407
id08053,0.266561,0.052542,0.680897
id18959,0.000798,0.999018,0.000185
id06641,0.222832,0.746869,0.030299
id27291,0.158959,0.813049,0.027993
id16124,0.449307,0.023720,0.526973
id18221,0.027554,0.132595,0.839851
id25670,0.942476,0.055864,0.001661
id18472,0.917306,0.024450,0.058243
id10302,0.366327,0.069018,0.564655
id07721,0.027550,0.967108,0.005343
id22148,0.019626,0.007674,0.972700
id04724,0.011947,0.985027,0.003026
id03980,0.478546,0.487207,0.034247
id11982,0.966275,0.016977,0.016748
id05566,0.115824,0.861167,0.023009
id13235,0.193655,0.770811,0.035534
id24524,0.758670,0.066124,0.175207
id26783,0.721774,0.007783,0.270443
id02220,0.363431,0.309794,0.326775
id17163,0.982117,0.007408,0.010475
id21903,0.959943,0.028025,0.012032
id13350,0.000846,0.001350,0.997804
id07036,0.999603,0.000141,0.000256
id09150,0.830302,0.022964,0.146734
id22042,0.002709,0.004563,0.992728
id19562,0.051515,0.044860,0.903624
id05125,0.856531,0.083491,0.059978
id19462,0.921519,0.063938,0.014543
id02265,0.725331,0.254155,0.020514
id11769,0.270524,0.597745,0.131731
id19021,0.270539,0.190309,0.539152
id06166,0.773137,0.049707,0.177156
id26800,0.701644,0.061848,0.236508
id21422,0.447349,0.096640,0.456011
id13116,0.579394,0.400715,0.019891
id05996,0.990253,0.006119,0.003628
id23318,0.997146,0.002067,0.000787
id20725,0.016995,0.049996,0.933009
id09210,0.341180,0.528496,0.130324
id25842,0.711295,0.138362,0.150343
id00767,0.685419,0.127421,0.187160
id05036,0.095726,0.879706,0.024568
id14853,0.130455,0.084764,0.784781
id16946,0.018262,0.010571,0.971167
id26804,0.324404,0.295986,0.379610
id24061,0.097924,0.135169,0.766906
id19861,0.940724,0.034202,0.025074
id18210,0.095120,0.057664,0.847216
id24313,0.072758,0.015069,0.912173
id15960,0.173100,0.387523,0.439376
id14037,0.942749,0.049866,0.007385
id17785,0.007937,0.013169,0.978894
id19362,0.334283,0.065880,0.599837
id10372,0.964106,0.025358,0.010536
id03061,0.184551,0.638614,0.176835
id27583,0.015206,0.009977,0.974817
id22055,0.919407,0.051565,0.029028
id07920,0.022507,0.966309,0.011184
id16813,0.469532,0.267386,0.263082
id03088,0.064106,0.493738,0.442156
id03026,0.097244,0.805303,0.097453
id09934,0.978394,0.012220,0.009386
id21452,0.774651,0.150410,0.074939
id05576,0.040976,0.108790,0.850234
id22391,0.042334,0.013202,0.944464
id10554,0.507993,0.185880,0.306127
id03291,0.077002,0.006215,0.916783
id23280,0.664655,0.075117,0.260228
id17777,0.051640,0.005140,0.943220
id24574,0.924404,0.049863,0.025733
id05459,0.004984,0.992276,0.002740
id02724,0.054429,0.037117,0.908454
id27678,0.945180,0.044147,0.010673
id21722,0.036088,0.845962,0.117950
id18139,0.868716,0.064230,0.067054
id16264,0.022650,0.964136,0.013214
id14537,0.931144,0.018853,0.050003
id18814,0.977396,0.018358,0.004246
id08331,0.121970,0.835098,0.042932
id03963,0.972429,0.003808,0.023764
id07558,0.996643,0.000502,0.002854
id26275,0.727822,0.113513,0.158665
id26188,0.077881,0.914597,0.007522
id06789,0.177763,0.768276,0.053961
id21788,0.000317,0.999390,0.000293
id13972,0.805831,0.117097,0.077072
id08643,0.991844,0.003875,0.004281
id09642,0.030741,0.965925,0.003334
id14054,0.829770,0.031755,0.138475
id12216,0.067932,0.008956,0.923111
id09211,0.062347,0.919267,0.018386
id16903,0.177987,0.786800,0.035214
id18976,0.019337,0.033338,0.947325
id01861,0.940862,0.035732,0.023406
id22745,0.039600,0.958783,0.001618
id03560,0.625635,0.178375,0.195989
id17799,0.907411,0.054480,0.038108
id12387,0.023655,0.123434,0.852911
id09450,0.533448,0.072778,0.393774
id18088,0.064063,0.037408,0.898529
id21697,0.722404,0.181088,0.096508
id26128,0.000616,0.998777,0.000607
id27462,0.103179,0.189939,0.706882
id19394,0.981629,0.015985,0.002386
id19929,0.566028,0.261964,0.172008
id16056,0.603112,0.149355,0.247533
id08756,0.095503,0.051343,0.853154
id09203,0.134253,0.779066,0.086681
id14098,0.941609,0.011328,0.047063
id24641,0.549370,0.269063,0.181567
id24507,0.005696,0.979501,0.014803
id20161,0.291654,0.683284,0.025061
id11710,0.155255,0.053189,0.791556
id15751,0.326748,0.323867,0.349385
id06617,0.087947,0.141988,0.770064
id19131,0.773418,0.076342,0.150240
id02796,0.444212,0.520902,0.034887
id15575,0.152810,0.553742,0.293448
id21828,0.769787,0.108512,0.121701
id15093,0.140754,0.855705,0.003541
id27867,0.508805,0.203891,0.287304
id19315,0.036916,0.004611,0.958473
id19398,0.519614,0.201949,0.278436
id01572,0.414838,0.296828,0.288335
id09781,0.541492,0.222372,0.236136
id19278,0.220427,0.557152,0.222422
id11852,0.039138,0.045977,0.914885
id07067,0.036326,0.004123,0.959551
id08550,0.014205,0.985568,0.000227
id02634,0.947660,0.003839,0.048501
id02449,0.813364,0.065148,0.121488
id10359,0.507369,0.160880,0.331751
id00217,0.486705,0.298707,0.214588
id20848,0.013999,0.977970,0.008031
id20229,0.603073,0.390611,0.006315
id02211,0.669214,0.113062,0.217724
id08435,0.389925,0.561784,0.048291
id23681,0.155868,0.058259,0.785873
id00571,0.434956,0.059499,0.505544
id16280,0.000402,0.000228,0.999370
id15022,0.092341,0.025170,0.882489
id08040,0.009745,0.017144,0.973111
id18087,0.807634,0.175711,0.016656
id11280,0.913619,0.085453,0.000928
id21543,0.727949,0.083263,0.188788
id00245,0.883028,0.038376,0.078597
id13745,0.007438,0.000695,0.991867
id15734,0.829569,0.101325,0.069106
id22572,0.157266,0.810848,0.031886
id12741,0.371089,0.038723,0.590188
id16477,0.758265,0.180500,0.061235
id26261,0.033929,0.001102,0.964969
id15867,0.302291,0.299502,0.398207
id10479,0.957097,0.020143,0.022761
id17736,0.127477,0.009536,0.862987
id17768,0.004006,0.007799,0.988194
id14172,0.594743,0.101781,0.303476
id01972,0.058238,0.048616,0.893146
id10962,0.316603,0.354857,0.328539
id16692,0.607168,0.130799,0.262033
id25471,0.001783,0.997237,0.000979
id05603,0.034732,0.955423,0.009845
id15340,0.618257,0.124208,0.257536
id22971,0.839127,0.051245,0.109628
id06765,0.054599,0.534478,0.410923
id19864,0.937704,0.008483,0.053813
id15834,0.039793,0.946204,0.014002
id17395,0.087592,0.051482,0.860926
id02585,0.015401,0.945951,0.038648
id13154,0.984242,0.010503,0.005254
id12972,0.228799,0.168979,0.602222
id11103,0.921180,0.033072,0.045748
id26062,0.282389,0.191104,0.526507
id07339,0.879027,0.100375,0.020598
id06096,0.988260,0.009594,0.002147
id22945,0.092957,0.804052,0.102991
id10058,0.547035,0.360719,0.092246
id06435,0.998639,0.001011,0.000350
id12636,0.153742,0.024613,0.821645
id25423,0.012243,0.032104,0.955653
id12990,0.035557,0.039442,0.925001
id24106,0.065373,0.767189,0.167439
id14481,0.011165,0.985752,0.003083
id03617,0.153378,0.026745,0.819877
id26055,0.961328,0.013269,0.025403
id23712,0.893344,0.047634,0.059022
id19441,0.027552,0.905169,0.067279
id17042,0.922052,0.048383,0.029565
id09018,0.015534,0.982446,0.002020
id08879,0.000016,0.999981,0.000003
id10841,0.038894,0.942818,0.018288
id04776,0.487410,0.499443,0.013147
id26526,0.005698,0.042015,0.952288
id14181,0.017702,0.952408,0.029890
id18396,0.843345,0.118927,0.037727
id05585,0.079130,0.804020,0.116850
id11546,0.037697,0.114881,0.847422
id08027,0.044518,0.850825,0.104657
id00659,0.311619,0.067804,0.620576
id10937,0.420755,0.381460,0.197785
id01898,0.055108,0.839152,0.105740
id23695,0.034114,0.005823,0.960063
id07856,0.173470,0.755733,0.070797
id25233,0.762951,0.058500,0.178549
id24052,0.030945,0.248103,0.720952
id01698,0.024216,0.962098,0.013687
id01356,0.017721,0.978367,0.003913
id10430,0.081608,0.880915,0.037477
id04778,0.026711,0.005838,0.967451
id24707,0.031075,0.838399,0.130526
id04539,0.871017,0.029528,0.099456
id20011,0.693534,0.103162,0.203304
id09950,0.081238,0.914840,0.003922
id14397,0.525622,0.295519,0.178859
id04457,0.001047,0.998334,0.000619
id19469,0.267251,0.154043,0.578706
id24230,0.172879,0.081546,0.745575
id16719,0.982608,0.014617,0.002775
id20183,0.042066,0.953810,0.004124
id24531,0.035503,0.005473,0.959024
id04934,0.843069,0.061479,0.095452
id17230,0.148892,0.042910,0.808198
id07561,0.752578,0.201983,0.045438
id12282,0.002632,0.994988,0.002379
id14992,0.257982,0.664002,0.078016
id02934,0.430882,0.088084,0.481034
id00189,0.998297,0.001463,0.000240
id27941,0.012712,0.981541,0.005747
id14642,0.312764,0.626489,0.060747
id23445,0.527058,0.405891,0.067051
id21603,0.012350,0.039457,0.948193
id21046,0.025206,0.950950,0.023844
id02264,0.113455,0.757067,0.129478
id00409,0.928624,0.022697,0.048679
id00351,0.204927,0.087197,0.707876
id14362,0.001377,0.994611,0.004012
id20757,0.818524,0.139372,0.042104
id22764,0.705498,0.249332,0.045170
id19264,0.095471,0.071436,0.833093
id04506,0.640699,0.163426,0.195875
id18505,0.751060,0.221168,0.027772
id27354,0.146596,0.623649,0.229755
id22410,0.969713,0.011772,0.018515
id14241,0.003895,0.995752,0.000352
id18785,0.279790,0.511401,0.208810
id16649,0.914155,0.037900,0.047946
id16386,0.000649,0.999239,0.000111
id09051,0.076208,0.047821,0.875971
id22296,0.974543,0.023373,0.002084
id08584,0.566601,0.102741,0.330657
id22219,0.111480,0.010580,0.877940
id18790,0.001139,0.997627,0.001235
id10922,0.063041,0.326264,0.610695
id15002,0.617921,0.181258,0.200821
id24862,0.025971,0.953524,0.020504
id25845,0.570601,0.352341,0.077058
id17586,0.046513,0.944315,0.009172
id09390,0.004384,0.000262,0.995354
id20069,0.562384,0.152494,0.285123
id05953,0.025779,0.909431,0.064790
id15583,0.089669,0.898784,0.011546
id03482,0.122748,0.030009,0.847243
id06243,0.692298,0.064960,0.242742
id01116,0.018803,0.046735,0.934461
id17530,0.038786,0.915337,0.045877
id07552,0.064213,0.000827,0.934960
id03131,0.084509,0.883903,0.031588
id23142,0.076268,0.143099,0.780633
id05540,0.903480,0.061566,0.034954
id06292,0.883201,0.036844,0.079956
id26506,0.392899,0.407673,0.199428
id19068,0.142208,0.073293,0.784499
id21782,0.266976,0.142272,0.590753
id24563,0.034068,0.928610,0.037322
id21986,0.067218,0.593688,0.339094
id04967,0.398407,0.278679,0.322914
id11760,0.095456,0.428346,0.476198
id02483,0.967599,0.013723,0.018678
id15791,0.001151,0.000226,0.998623
id14256,0.079075,0.007589,0.913336
id18328,0.795660,0.044725,0.159616
id06213,0.746366,0.214653,0.038981
id00772,0.495139,0.255095,0.249766
id01113,0.871734,0.042426,0.085840
id03972,0.952705,0.027426,0.019869
id25386,0.217074,0.159771,0.623155
id09156,0.555159,0.326567,0.118274
id22624,0.799102,0.161273,0.039625
id17789,0.177100,0.782750,0.040149
id09039,0.010627,0.985670,0.003703
id20538,0.095180,0.128530,0.776289
id05501,0.076157,0.022835,0.901008
id27641,0.472064,0.515550,0.012386
id05965,0.101763,0.098808,0.799429
id23431,0.390029,0.302172,0.307799
id13075,0.032463,0.106533,0.861004
id26190,0.320851,0.003333,0.675816
id12196,0.716574,0.065816,0.217611
id21318,0.048760,0.942344,0.008896
id11277,0.153928,0.436153,0.409919
id07193,0.727555,0.250378,0.022068
id17105,0.035406,0.059314,0.905279
id18263,0.613835,0.193716,0.192449
id22875,0.105253,0.051883,0.842864
id07157,0.000406,0.000199,0.999395
id15051,0.064810,0.014244,0.920946
id08871,0.255157,0.211317,0.533526
id17036,0.065943,0.004611,0.929446
id02783,0.013692,0.084755,0.901553
id26418,0.959183,0.007002,0.033814
id15748,0.283237,0.580477,0.136287
id00820,0.191632,0.782096,0.026273
id27695,0.102661,0.842002,0.055338
id27286,0.793736,0.028743,0.177521
id11680,0.105715,0.010558,0.883727
id01070,0.023986,0.043325,0.932689
id18486,0.012526,0.077169,0.910305
id12389,0.059455,0.925689,0.014855
id12544,0.079289,0.909019,0.011691
id04692,0.908323,0.022835,0.068841
id17342,0.956986,0.022577,0.020437
id09640,0.223403,0.405251,0.371346
id24300,0.681364,0.074261,0.244375
id13725,0.923916,0.038210,0.037874
id22633,0.770780,0.195124,0.034096
id16653,0.734750,0.208895,0.056355
id00184,0.876573,0.022951,0.100477
id23872,0.983886,0.010718,0.005396
id05095,0.659255,0.170385,0.170360
id05757,0.148410,0.365017,0.486573
id26883,0.851559,0.052580,0.095861
id01868,0.789766,0.086636,0.123598
id13053,0.025696,0.003832,0.970472
id24443,0.381724,0.163780,0.454496
id12795,0.054852,0.926875,0.018272
id05298,0.052556,0.018011,0.929433
id07560,0.127468,0.030049,0.842483
id10281,0.672540,0.004992,0.322468
id07254,0.839359,0.007164,0.153477
id00837,0.102564,0.385998,0.511438
id04534,0.090202,0.591623,0.318174
id16716,0.855246,0.094982,0.049773
id04057,0.404633,0.099506,0.495860
id14988,0.670163,0.021866,0.307971
id05353,0.175298,0.156010,0.668692
id21250,0.804378,0.029984,0.165637
id25963,0.206375,0.708773,0.084852
id10370,0.030969,0.718862,0.250169
id26934,0.658506,0.105376,0.236119
id07649,0.265292,0.036283,0.698425
id21169,0.544062,0.349632,0.106306
id25824,0.980232,0.005582,0.014187
id01154,0.379832,0.488395,0.131773
id02523,0.170835,0.090162,0.739003
id07677,0.851463,0.059669,0.088868
id24447,0.277447,0.013360,0.709192
id23036,0.247383,0.004092,0.748524
id05424,0.854936,0.075772,0.069291
id18807,0.054533,0.075654,0.869814
id05894,0.052725,0.768284,0.178991
id08494,0.363683,0.388539,0.247778
id17181,0.768384,0.147751,0.083865
id24037,0.088817,0.906889,0.004294
id22495,0.510700,0.134348,0.354952
id21717,0.650050,0.142875,0.207075
id00477,0.318108,0.357210,0.324682
id03167,0.017889,0.018260,0.963851
id08783,0.164127,0.085873,0.750000
id11954,0.972139,0.006550,0.021311
id03029,0.899010,0.023506,0.077484
id16359,0.531438,0.293905,0.174656
id02984,0.972005,0.011382,0.016613
id24559,0.756998,0.113647,0.129355
id26880,0.001295,0.001583,0.997122
id00656,0.153295,0.010212,0.836493
id07825,0.059945,0.925919,0.014136
id16525,0.064873,0.888256,0.046871
id08849,0.543189,0.328553,0.128257
id09260,0.018867,0.980788,0.000345
id22233,0.959627,0.022923,0.017449
id12191,0.010512,0.002371,0.987117
id15505,0.166224,0.830454,0.003322
id15882,0.590942,0.252319,0.156739
id10569,0.722342,0.026813,0.250845
id26059,0.479060,0.510927,0.010013
id13055,0.110131,0.096975,0.792894
id05388,0.941522,0.037345,0.021133
id25199,0.556538,0.409772,0.033691
id11813,0.255899,0.087884,0.656217
id14866,0.068650,0.022570,0.908780
id22247,0.094144,0.042954,0.862903
id08196,0.654224,0.298443,0.047333
id27246,0.033752,0.892024,0.074224
id21926,0.049914,0.085634,0.864452
id01930,0.123424,0.032562,0.844014
id26406,0.148376,0.172654,0.678970
id07760,0.009963,0.879707,0.110329
id24815,0.215251,0.097031,0.687718
id22063,0.476055,0.045388,0.478556
id21513,0.071797,0.811406,0.116797
id04006,0.968076,0.017759,0.014165
id06177,0.733570,0.248605,0.017825
id24010,0.850450,0.051951,0.097599
id16402,0.004007,0.002922,0.993071
id23894,0.902129,0.073868,0.024003
id18867,0.536441,0.112117,0.351442
id01691,0.036020,0.903128,0.060852
id11818,0.250083,0.600661,0.149256
id18481,0.276425,0.360570,0.363005
id20137,0.917353,0.060900,0.021746
id14630,0.281450,0.076930,0.641620
id03058,0.358279,0.437418,0.204303
id27857,0.013519,0.970806,0.015675
id19345,0.051003,0.871895,0.077102
id12726,0.283054,0.085630,0.631316
id06015,0.127613,0.164514,0.707873
id26548,0.501502,0.177883,0.320615
id20284,0.023334,0.022345,0.954321
id17912,0.696052,0.121234,0.182713
id10287,0.536990,0.150121,0.312889
id03604,0.026317,0.968994,0.004688
id07423,0.219091,0.033236,0.747673
id01484,0.084832,0.895211,0.019958
id16904,0.995746,0.002553,0.001701
id13187,0.002522,0.001367,0.996111
id08507,0.000081,0.999874,0.000045
id09599,0.756752,0.118676,0.124571
id20460,0.050347,0.881532,0.068121
id23743,0.016930,0.964326,0.018744
id13914,0.004926,0.990700,0.004374
id23108,0.816101,0.141432,0.042466
id20111,0.146081,0.408597,0.445322
id00300,0.003864,0.925835,0.070301
id25970,0.234216,0.130036,0.635748
id24588,0.096692,0.020781,0.882527
id04799,0.120662,0.160699,0.718639
id19685,0.099118,0.013025,0.887857
id00628,0.039561,0.013471,0.946968
id10632,0.333795,0.247602,0.418603
id24894,0.039067,0.899868,0.061065
id06843,0.183037,0.783035,0.033928
id16211,0.814287,0.104979,0.080733
id10730,0.169538,0.805451,0.025011
id06399,0.046656,0.942272,0.011072
id25138,0.985753,0.007637,0.006610
id04372,0.232413,0.087515,0.680073
id01057,0.520544,0.071915,0.407541
id07505,0.785827,0.176411,0.037762
id17331,0.926084,0.044960,0.028956
id11306,0.198554,0.494514,0.306931
id07490,0.001217,0.998563,0.000220
id00721,0.026768,0.798280,0.174952
id07538,0.348171,0.204878,0.446951
id11289,0.040635,0.009483,0.949882
id25207,0.948948,0.041090,0.009962
id03831,0.972818,0.004130,0.023053
id05371,0.777126,0.137720,0.085154
id07405,0.110081,0.856565,0.033354
id25960,0.041862,0.936480,0.021658
id18497,0.263128,0.079393,0.657478
id24478,0.906198,0.045891,0.047911
id12431,0.080559,0.909722,0.009720
id24080,0.238658,0.028489,0.732853
id11862,0.149064,0.035446,0.815491
id04798,0.960223,0.028859,0.010918
id22638,0.020361,0.974245,0.005394
id16105,0.033287,0.922048,0.044665
id05863,0.233779,0.229062,0.537159
id11466,0.997993,0.000537,0.001470
id06091,0.367608,0.137772,0.494620
id04214,0.028001,0.928115,0.043884
id21197,0.829301,0.121554,0.049145
id06479,0.693591,0.083324,0.223085
id21801,0.955806,0.007448,0.036746
id00540,0.732107,0.260702,0.007191
id07102,0.930496,0.054750,0.014754
id12012,0.028862,0.064010,0.907128
id17850,0.257840,0.152830,0.589330
id12708,0.402266,0.072857,0.524877
id09277,0.782513,0.107262,0.110225
id11482,0.014233,0.809392,0.176375
id15327,0.564284,0.362152,0.073564
id17561,0.189942,0.742014,0.068044
id21966,0.341473,0.102647,0.555880
id05742,0.972137,0.008778,0.019085
id21441,0.644517,0.057048,0.298435
id10819,0.102610,0.870290,0.027101
id00018,0.095843,0.651803,0.252354
id17038,0.626101,0.267970,0.105929
id14680,0.002814,0.995061,0.002125
id17760,0.377610,0.237708,0.384682
id14436,0.663577,0.297418,0.039005
id17180,0.025423,0.004524,0.970053
id19132,0.071680,0.778992,0.149327
id17497,0.018488,0.974822,0.006690
id26284,0.102192,0.077152,0.820656
id04340,0.009969,0.988107,0.001924
id06427,0.004686,0.994133,0.001181
id08340,0.984453,0.011983,0.003564
id07167,0.006339,0.986451,0.007210
id02218,0.831416,0.010818,0.157766
id18406,0.294065,0.448879,0.257056
id22134,0.811131,0.010934,0.177935
id04983,0.039061,0.031333,0.929606
id17767,0.538269,0.376693,0.085038
id15131,0.018565,0.976625,0.004810
id11132,0.950803,0.017098,0.032099
id10054,0.250272,0.199530,0.550198
id03797,0.009410,0.108143,0.882447
id17143,0.968266,0.006971,0.024764
id19078,0.001450,0.003043,0.995507
id04919,0.997367,0.001479,0.001154
id03272,0.129535,0.815892,0.054573
id15047,0.092078,0.047050,0.860872
id23727,0.116609,0.244827,0.638564
id07221,0.657107,0.245868,0.097025
id13974,0.091214,0.885275,0.023512
id24050,0.874001,0.045159,0.080841
id18119,0.888983,0.089099,0.021918
id05205,0.515575,0.407844,0.076581
id05233,0.352085,0.461833,0.186082
id23556,0.780511,0.045953,0.173536
id06323,0.771736,0.175087,0.053177
id27903,0.054592,0.087658,0.857750
id15164,0.537251,0.238582,0.224167
id14714,0.051718,0.886950,0.061331
id11585,0.006418,0.986982,0.006600
id09119,0.442143,0.317334,0.240524
id03135,0.632780,0.261856,0.105365
id23385,0.687403,0.052631,0.259967
id18219,0.332984,0.372234,0.294782
id17596,0.155590,0.840285,0.004124
id12235,0.310956,0.057002,0.632042
id15394,0.428487,0.124222,0.447291
id07727,0.597673,0.130791,0.271536
id02748,0.965863,0.024450,0.009687
id14913,0.109542,0.030097,0.860361
id05257,0.228176,0.030377,0.741447
id23759,0.142893,0.122010,0.735097
id08726,0.348715,0.543591,0.107694
id24493,0.963693,0.025696,0.010611
id19945,0.158383,0.701743,0.139874
id27893,0.843773,0.056163,0.100064
id04975,0.094935,0.047667,0.857398
id14722,0.487522,0.160341,0.352137
id10320,0.039721,0.893844,0.066435
id09619,0.034227,0.929638,0.036136
id07480,0.314655,0.433344,0.252001
id00342,0.141334,0.737376,0.121290
id08611,0.794002,0.018023,0.187974
id24284,0.100660,0.010475,0.888864
id20491,0.517870,0.353960,0.128170
id18337,0.008343,0.008128,0.983528
id04781,0.619366,0.083265,0.297369
id11067,0.844789,0.106671,0.048540
id19402,0.971932,0.013421,0.014647
id20009,0.048041,0.029643,0.922317
id08535,0.119173,0.086241,0.794586
id07495,0.056674,0.009910,0.933416
id06262,0.023673,0.007633,0.968694
id10898,0.138000,0.187464,0.674536
id17778,0.056368,0.932244,0.011387
id07210,0.220472,0.763940,0.015588
id04367,0.223193,0.738184,0.038623
id27713,0.802681,0.056049,0.141269
id15428,0.276659,0.649397,0.073944
id25427,0.424377,0.162861,0.412761
id09789,0.656654,0.120602,0.222744
id07658,0.964883,0.026055,0.009062
id25453,0.344833,0.575310,0.079857
id24495,0.988228,0.007127,0.004645
id03270,0.033649,0.915645,0.050706
id11879,0.506221,0.480228,0.013552
id24356,0.199718,0.062792,0.737490
id22256,0.115048,0.071750,0.813202
id06050,0.131297,0.830739,0.037964
id09555,0.605507,0.022272,0.372221
id23772,0.005906,0.990672,0.003422
id21930,0.034193,0.032118,0.933690
id00823,0.087420,0.842287,0.070293
id23666,0.063688,0.929710,0.006601
id08118,0.000941,0.005643,0.993416
id21388,0.107033,0.392182,0.500785
id23312,0.859557,0.074606,0.065837
id08545,0.107675,0.619874,0.272451
id20351,0.439002,0.359544,0.201454
id13536,0.146741,0.053662,0.799597
id27742,0.047142,0.944808,0.008049
id13343,0.069977,0.022710,0.907313
id11987,0.020785,0.876798,0.102416
id08921,0.454202,0.042688,0.503110
id09972,0.342855,0.637555,0.019590
id26173,0.607432,0.008511,0.384057
id07917,0.232840,0.302656,0.464503
id01383,0.879267,0.061156,0.059577
id26699,0.229938,0.695051,0.075011
id11058,0.078640,0.026941,0.894419
id20425,0.076991,0.903422,0.019587
id20238,0.065085,0.746524,0.188391
id21348,0.482072,0.347669,0.170259
id09552,0.095277,0.056737,0.847986
id25075,0.734434,0.076090,0.189476
id17749,0.052702,0.012355,0.934943
id18910,0.120596,0.065020,0.814385
id13534,0.012353,0.983882,0.003765
id22205,0.177799,0.682851,0.139350
id23896,0.882313,0.013615,0.104073
id23616,0.207465,0.094484,0.698051
id03537,0.637453,0.068316,0.294231
id18147,0.416491,0.510684,0.072826
id25408,0.983665,0.004184,0.012151
id09997,0.300378,0.136737,0.562885
id23357,0.102509,0.010205,0.887286
id21880,0.607900,0.037864,0.354236
id21633,0.001235,0.997488,0.001277
id15976,0.063255,0.108789,0.827956
id20266,0.026273,0.097206,0.876521
id26726,0.836835,0.122175,0.040990
id02958,0.753854,0.073548,0.172597
id25211,0.189007,0.173501,0.637492
id24314,0.986577,0.012485,0.000938
id21475,0.351830,0.107672,0.540499
id22733,0.127201,0.817145,0.055654
id14297,0.004179,0.988014,0.007807
id27627,0.111837,0.841329,0.046834
id03580,0.152640,0.835412,0.011948
id08858,0.060444,0.199517,0.740039
